name_genres,title,release_date,release_year,popularity,vote_count,vote_average,names_actors,name_director,budget,revenue
"['Adventure', 'Action', 'Comedy']",I'm for the Hippopotamus,1979-11-30,1979,5.079099,104.0,6.2,"['Terence Hill', 'Bud Spencer', 'Joe Bugner', 'May Dlamini', 'Dawn Jürgens', 'Malcolm Kirk', 'Ben Masinga', 'Les Marcowitz', 'Johan Naude', 'Nic van Rensburg', 'Hugh Rouse', 'Mike Schutte', 'Kosie Smith', 'Joseph Szucs']",Italo Zingarelli,0.0,0.0
['Drama'],Rien sur Robert,1999-02-24,1999,0.277333,5.0,5.2,"['Fabrice Luchini', 'Sandrine Kiberlain', 'Valentina Cervi', 'Michel Piccoli', 'Bernadette Lafont', 'Laurent Lucas', 'Denis Podalydès', 'Nathalie Boutefeu', 'Micheline Boudet', 'Edouard Baer']",Pascal Bonitzer,0.0,0.0
"['Drama', 'Thriller']",Elle,2016-05-25,2016,8.226065,498.0,6.6,"['Isabelle Huppert', 'Laurent Lafitte', 'Anne Consigny', 'Charles Berling', 'Virginie Efira', 'Judith Magre', 'Christian Berkel', 'Jonas Bloquet', 'Alice Isaaz', 'Vimala Pons', 'Arthur Mazet', 'Raphaël Lenglet', 'Lucas Prisor', 'Jina Djemba', 'Stéphane Bak', 'Anne Loiret', 'Nicolas Beaucaire', 'David Léotard', 'Jean-Noël Martin', 'Eric Savin', 'Zohar Wexler', 'Nicolas Ullmann', 'Dominique Plaideau', 'Jean-Yves Freyburger', 'Hugo Conzelmann', 'Loïc Legendre', 'Raphaël Kahn', 'Florent Peiffer', 'Olivia Gotanègre', 'Laurent Orry', 'Fleur Geffrier', 'Marie Berto', 'Caroline Breton', 'Oury Milshtein', 'Lahouassa Elise', 'Jean Douchet', 'Vincent Launay-Franceschini', 'Hugues Martel']",Paul Verhoeven,9804690.0,2341534.0
['Horror'],The Pack,1977-11-20,1977,0.035862,2.0,7.5,"['Joe Don Baker', 'Hope Alexander-Willis', 'Richard B. Shull', 'R. G. Armstrong', 'Ned Wertimer', 'Bibi Besch', 'Delos V. Smith Jr.', ""Richard O'Brien"", 'Sherry Miles', 'Paul Willson', 'Eric Knight', 'Eric Knight']",Robert Clouse,0.0,0.0
"['Drama', 'Thriller', 'Crime', 'Mystery', 'Comedy']",Murder Ahoy,1964-06-01,1964,1.954245,20.0,7.2,"['Margaret Rutherford', 'Stringer Davis', 'Lionel Jeffries', 'Charles Tingwell', 'William Mervyn', 'Henry Oscar', 'Joan Benham', 'Nicholas Parsons', 'Miles Malleson']",George Pollock,0.0,0.0
['Drama'],Varalaru,2006-10-20,2006,0.482527,6.0,6.1,"['Ajith Kumar', 'Asin Thottumkal', 'Kaniha', 'Rajesh', 'Vijayan', 'Mansoor Ali Khan', 'Ponnambalam', 'N. S. Ramesh Khanna', 'Pandu', 'Santhana Bharathi', 'Manobala', 'Suman Shetty', 'Sujatha', 'Rajalakshmi', 'K. S. Ravikumar', 'M. S. Bhaskar', 'Shivshankar', 'Chitti Babu', 'Madhan Bob']",K. S. Ravikumar,500000.0,500000.0
"['Drama', 'Romance']",Dancin' It's On,2015-10-16,2015,0.140513,2.0,4.3,"['Witney Carson', 'Chehon Wespi-Tschopp', 'Gary Daniels', 'David Winters', 'Jordan Clark', 'Matt Marr', 'Russell Ferguson', 'Ava Fabian']",David Winters,0.0,0.0
"['Drama', 'Comedy']",Big Bad Love,2001-10-11,2001,0.437438,4.0,6.5,"['Arliss Howard', 'Debra Winger', 'Paul Le Mat', 'Rosanna Arquette', 'Angie Dickinson', 'Michael Parks', 'Alex Van', 'Sigourney Weaver']",Arliss Howard,0.0,0.0
"['Crime', 'Drama']",Capote,2005-09-30,2005,6.01272,394.0,6.9,"['Philip Seymour Hoffman', 'Allie Mickelson', 'Craig Archibald', 'Bronwen Coleman', 'Kate Shindle', 'David Wilson Barnes', 'Michael J. Burg', 'Catherine Keener', 'Kwesi Ameyaw', 'Andrew Farago', 'Kelci Stephenson', 'Chris Cooper', 'Clifton Collins Jr', 'Mark Pellegrino', 'Amy Ryan', 'Bruce Greenwood', 'C. Ernst Harth']",Bennett Miller,7000000.0,49084830.0
"['Music', 'Drama']",Carnegie Hall,1947-02-28,1947,0.564402,0.0,0.0,"['Marsha Hunt', 'William Prince', 'Frank McHugh', ""Martha O'Driscoll"", 'Hans Jaray', 'Olin Downes', 'Joseph Buloff', 'Walter Damrosch', 'Bruno Walter', 'Lily Pons', 'Gregor Piatigorsky', 'Risë Stevens', 'Artur Rodzinski', 'Artur Rubinstein', 'Jan Peerce', 'Ezio Pinza', 'Jascha Heifetz', 'Fritz Reiner', 'Vaughn Monroe', 'Leopold Stokowski', 'Harry James', 'Emile Boreo']",Edgar G. Ulmer,0.0,0.0
[],A Simple Story,1991-09-12,1991,0.000844,1.0,8.0,"['Gian Maria Volonté', 'Massimo Dapporto', 'Ennio Fantastichini', 'Ricky Tognazzi', 'Massimo Ghini', 'Paolo Graziosi', 'Omero Antonutti', 'Gianmarco Tognazzi', 'Tony Sperandeo', 'Gianluca Favilla', 'Giovanni Alamia', 'Macha Méril', 'Francesco Gabriele', 'Leonardo Petrillo']",Emidio Greco,0.0,0.0
"['Adventure', 'Comedy', 'Science Fiction', 'Family']",Back to the Future,1985-07-03,1985,25.778509,6239.0,8.0,"['Michael J. Fox', 'Christopher Lloyd', 'Lea Thompson', 'Crispin Glover', 'Thomas F. Wilson', 'Claudia Wells', 'Marc McClure', 'Wendie Jo Sperber', 'George DiCenzo', 'Frances Lee McCain', 'James Tolkan', 'Harry Waters, Jr.', 'Billy Zane', 'J.J. Cohen', 'Casey Siemaszko', 'Donald Fullilove', 'Lisa Freeman', 'Cristen Kauffman', 'Elsa Raven', 'Will Hare', 'Ivy Bethune', 'Jason Marin', 'Katherine Britton', 'Jason Hervey', 'Maia Brewton', 'Courtney Gains', 'Richard L. Duran', ""Jeff O'Haco"", 'Johnny Green', 'Jamie Abbott', 'Norman Alden', 'Read Morgan', 'Sachi Parker', 'Robert Krantz', 'Gary Riley', 'Karen Petrasek', 'George Buck Flower', 'Tommy Thomas', ""Granville 'Danny' Young"", 'David Harold Brown', 'Lloyd L. Tolbert', 'Paul Hanson', 'Lee Brownfield', 'Robert DeLapp', 'Walter Scott', 'Charles L. Campbell', 'Deborah Harmon', 'Janine King', 'Huey Lewis', 'Tom Tangen', 'Arthur Tovey']",Robert Zemeckis,19000000.0,381109762.0
['Drama'],Wife,1953-04-29,1953,0.619388,0.0,0.0,"['Mieko Takamine', 'Ken Uehara', 'Rentarô Mikuni', 'Michiyo Aratama', 'Sanae Takasugi', 'Chieko Nakakita', ""Yatsuko Tan'ami"", 'Hajime Izu', 'Yoshiko Tsubouchi', 'Tatsuya Ishiguro', 'Akira Tani', 'Noriko Honma', 'Masao Shimizu', 'Sadako Kimura', 'Eiji Koyama', 'Masakichi Mitsui', 'Hideko Ebata', 'Tsuruko Mano', 'Toyomi Shiozawa']",Mikio Naruse,0.0,0.0
"['Action', 'Science Fiction', 'Thriller']",Next,2007-04-24,2007,9.41746,880.0,5.9,"['Nicolas Cage', 'Julianne Moore', 'Jessica Biel', 'Thomas Kretschmann', 'Tory Kittles', 'Peter Falk', 'Jim Beaver', 'Enzo Cilenti', 'Jason Butler Harner', 'José Zúñiga', 'Sergej Trifunović', 'Nicolas Pajon', 'Michael Trucco', 'Charles Rahi Chun', 'Patricia Prata', 'Jon Hughes', 'Jack Ong', 'Edith Fields', 'Lorilynn Failor', 'Jessica Barth', 'Bonita Friedericy', 'Danny Downey', 'Michael Runyard', 'Adam Lieberman', 'Miranda Frigon', 'Paul Rae', 'Jeff Michael', 'Lisa Joyner', 'Dean Cudworth', 'Chris Palermo']",Lee Tamahori,70000000.0,76066841.0
[],Arisan! 2,2011-12-01,2011,0.18744,1.0,8.0,"['Cut Mini Theo', 'Tora Sudiro', 'Surya Saputra', 'Rachel Maryam', 'Aida Nurmala', 'Atiqah Hasiholan', 'Rio Dewanto', 'Edward Gunawan', 'Adinia Wirasti']",Nia Di Nata,0.0,0.0
[],Lettera Amorosa,1995-01-01,1995,0.140834,1.0,7.0,"['João César Monteiro', 'Claudia Teixeira']",João César Monteiro,0.0,0.0
"['Action', 'Comedy', 'Thriller', 'Crime', 'Mystery']",The Adventures of Ford Fairlane,1990-07-11,1990,3.834949,72.0,6.2,"['Andrew Dice Clay', 'Wayne Newton', 'Priscilla Presley', 'Morris Day', 'Lauren Holly', ""Ed O'Neill"", 'Maddie Corman', 'Gilbert Gottfried', 'Robert Englund', 'David Patrick Kelly', 'Vince Neil', 'Sheila E.', 'Kari Wuhrer', 'Brandon Call', 'Pamela Adlon', 'Kurt Loder', 'Lala Sloatman', 'Delia Sheppard', 'Cody Jarrett', 'David Arnott', 'Mark Goldstein', 'William Shockley', 'Mark Zuelke', 'Steve White', 'Kimber Sissons', 'Monique Mannen', 'Hili Park', 'Gry Park', 'Cindy Lehre', 'Kurt James Stefka', 'David Bowe', 'Michael Alan Kahn', 'Willie Garson', 'Ladd Vance', 'Robert Mangiardi', 'Kristin Pearcey', 'Lori Pfeiffer', 'Diana Barrows', 'Lee Lawrence', 'Connie Johnson', 'Jordan Lund', 'Allan Wasserman', 'Charlie Hawke', 'Rita Bland', 'Kathleen Monica', 'Randy Crenshaw', 'Tone Loc', 'Hot Tub Johnny West', 'Sandra Sheeler', 'Edmund E. Villa', 'Christopher D. Childers', 'Lisa Matthews', 'Katariina Souri', 'Oliver Theess', 'Jay Underwood']",Renny Harlin,49000000.0,20423389.0
['Drama'],Mrs. Lambert Remembers Love,1991-05-12,1991,1.162197,1.0,0.5,"['Ellen Burstyn', 'Walter Matthau', 'Ryan Todd', 'William Schallert', 'Kathleen Garrett', 'Sherry Hursey', 'Richard Zobel', 'Michelle Bauer', 'Jeanne Reynolds', 'Tom McGraw']",Charles Matthau,0.0,0.0
"['Crime', 'Drama', 'Thriller']",Vares: Gambling Chip,2012-03-16,2012,0.592993,7.0,5.7,"['Antti Reini', 'Minna Haapkylä', 'Risto Kaskilahti', 'Ilkka Heiskanen', 'Kaarina Hazard', 'Jarkko Tamminen', 'Jasper Pääkkönen', 'Tommi Eronen', 'Eppu Salminen', 'Mikko Leppilampi', 'Sari Puumalainen', 'Jevgeni Haukka', 'Maria Järvenhelmi', 'Maarit Peltomaa', 'Matti Onnismaa']",Lauri Törhönen,0.0,0.0
['Horror'],Martin,1978-07-05,1978,3.965407,50.0,7.0,"['John Amplas', 'Lincoln Maazel', 'Christine Forrest', 'Elyane Nadeau', 'Tom Savini', 'Francine Middleton', 'Roger Caine', 'Sara Venable', 'George A. Romero', 'Michael Gornick']",George A. Romero,0.0,0.0
[],The Bells Toll for the Barefooted,1965-01-01,1965,0.03652,1.0,5.0,[],Stanislav Barabáš,0.0,0.0
"['Thriller', 'Documentary']",The Fear of 13,2015-10-15,2015,1.824486,45.0,8.0,['Sammy Silverwatch'],David Sington,0.0,0.0
"['Horror', 'Thriller']",I Am Not a Serial Killer,2016-08-26,2016,6.409124,126.0,6.2,"['Christopher Lloyd', 'Laura Fraser', 'Max Records', 'James Gaulke', 'Tim Russell', 'Karl Geary', 'Bruce Bohne', 'Matt Roy', 'Molly Gearen', 'William Todd-Jones', 'Ryan J. Gilmer', 'Morgan Rysso', 'Emmylou Barden', 'Joel Thingvall', 'Lucy Lawton', 'Sally-Anne Hunt', 'Noah Odegaard', 'Michael Paul Levin', 'Patricia Enger', 'Elizabeth Belfiori', 'Dee Noah', 'Alan Holasek']",Billy O'Brien,0.0,0.0
"['Thriller', 'Action', 'Science Fiction']",R.O.T.O.R.,1987-10-01,1987,0.811813,12.0,4.0,"['Margaret Trigg', 'Richard Gesswein', 'Jayne Smith', 'James Cole', 'Stan Moore', 'Nanette Kuczek', 'Brad Overturf', 'Shawn Brown', 'Michael Hunter', 'Victor Kwasnick', 'Ron Baker', 'Diana Hurd', 'Bill Blair', 'Bob Lennard', 'Janiece Stamper']",Cullen Blaine,0.0,0.0
['Drama'],Russian Symphony,1994-01-01,1994,0.148918,3.0,6.0,[],Konstantin Lopushanskiy,0.0,0.0
"['Comedy', 'Crime']",Small Apartments,2012-03-10,2012,3.222525,50.0,5.7,"['Matt Lucas', 'Juno Temple', 'James Caan', 'Dolph Lundgren', 'Billy Crystal', 'Peter Stormare', 'DJ Qualls', 'Johnny Knoxville', 'Rebel Wilson', 'Rosie Perez', 'Angela Lindvall', 'Tara Holt', 'James Marsden', 'Saffron Burrows', 'David Koechner']",Jonas Åkerlund,2000000.0,0.0
"['Science Fiction', 'Drama', 'Fantasy', 'Romance']",Butterfly,2015-02-07,2015,0.35236,3.0,10.0,"['Ailín Salas', 'Javier De Pietro', 'Julián Infantino', 'Malena Villa', 'Justo Calabria', 'María Laura Cali', 'Jorge Díez', 'Pilar Fridman', 'Alejandra Herren', 'Ezequiel Almeida', 'Manuela Iseas', 'Javier Ulises Maestro', 'Camila Romagnolo', 'Santos Diego Bautista', 'Antonia De Michelis', 'Lala Mendía', 'Nahuel de Anna']",Marco Berger,0.0,0.0
['Comedy'],Distractions,2015-09-11,2015,0.238798,6.0,6.1,"['Tommi Korpela', 'Eero Ritala', 'Elina Knihtilä', 'Lotta Kaihua', 'Elena Leeve', 'Pirjo Lonka ', 'Jani Volanen']",Aleksi Salmenperä,0.0,0.0
['Horror'],ABCs of Death 2.5,2016-08-02,2016,1.857453,8.0,5.0,"['Ali Arslan', 'Ilker Arslan', 'Anastasia Baranova', 'Dani Barker', 'John Beck', 'Beat Billson', 'David Blanka', 'Juan Bravo Jr.', 'Wesley Braxton', 'Don Bridges', 'Kevin Byrd', 'Judit Bárdos', 'Mace Coronel', 'Myles Dobson', 'Michael Draper', 'Michelle Ferguson', 'Brooke J. Ferrell', 'Adrian Gaeta', 'Lawrence R. Greenberg', 'Jensen Jacobs', 'Sophia Johnson', 'Emi Kamito', 'Gabriela Marcinková']",Maria Ivanova,0.0,0.0
"['Family', 'Fantasy', 'Animation', 'Romance']",Cinderella,1950-03-04,1950,14.436858,1760.0,6.8,"['Ilene Woods', 'Eleanor Audley', 'Lucille Bliss', 'Verna Felton', 'Helene Stanley', 'James MacDonald', 'Luis van Rooten', 'Don Barclay', 'Claire Du Brey', 'Rhoda Williams', 'Marion Darlington']",Clyde Geronimi,2900000.0,263591415.0
"['Romance', 'Comedy', 'Drama']",Vengeance Can Wait,2010-10-09,2010,1.045343,5.0,6.7,"['Tadanobu Asano', 'Minami', 'Eiko Koike', 'Takayuki Yamada']",Masanori Tominaga,0.0,0.0
"['Drama', 'History']",Magnificent Doll,1946-12-08,1946,0.467736,2.0,5.8,"['Ginger Rogers', 'David Niven', 'Burgess Meredith', 'Grandon Rhodes', 'Peggy Wood', 'Stephen McNally', 'Robert Barrat', 'Frances E. Williams', 'Henri Letondal', 'Joseph Forte']",Frank Borzage,0.0,0.0
"['Crime', 'Drama']",The Flower in Hell,1958-04-19,1958,0.429134,3.0,6.5,"['Hak Kim', 'Choi Eun-hee', 'Hae-won Jo', 'Seon-hui Gang']",Shin Sang-ok,0.0,0.0
"['Horror', 'Foreign']",At Midnight I'll Take Your Soul,1964-11-09,1964,1.049373,21.0,5.7,"['José Mojica Marins', 'Magda Mei', 'Nivaldo Lima', 'Valéria Vasquez', 'Ilídio Martins Simões', 'Mario Lima']",José Mojica Marins,0.0,0.0
"['Drama', 'Crime']",The Shawshank Redemption,1994-09-23,1994,51.645403,8358.0,8.5,"['Tim Robbins', 'Morgan Freeman', 'Bob Gunton', 'Clancy Brown', 'Mark Rolston', 'James Whitmore', 'Gil Bellows', 'William Sadler', 'Jeffrey DeMunn', 'Larry Brandenburg', 'Neil Giuntoli', 'Brian Libby', 'David Proval', 'Joseph Ragno', 'Jude Ciccolella', 'Paul McCrane', 'Renee Blaine', 'Scott Mann', 'John Horton', 'Gordon Greene', 'Alfonso Freeman', 'V.J. Foster', 'Frank Medrano', 'Mack Miles', 'Gary Lee Davis', 'Ned Bellamy', 'Brian Delate', 'Don McManus', 'Dorothy Silver', 'Dion Anderson', 'Robert Haley', 'Bill Bolender', 'John R. Woodward', 'Rohn Thomas', 'Brian Brophy', 'Ken Magee', 'James Babson', 'Fred Culbertson', 'Alonzo F. Jones', 'Actor Sergio Kato', 'Philip Ettington', 'Neil Summers']",Frank Darabont,25000000.0,28341469.0
['Horror'],The Possession of Michael King,2014-08-22,2014,3.964299,129.0,5.7,"['Shane Johnson', 'Dale Dickey', 'Julie McNiven', 'Tomas Arana']",David Jung,0.0,0.0
"['Horror', 'Science Fiction']",The Facility,2012-06-23,2012,3.504587,14.0,4.6,"['Aneurin Barnard', 'Steve Evets', 'Jack Doolan', 'Emily Butterfield', 'Alex Reid', 'Chris Larkin', 'Amit Shah', 'Skye Lourie', 'Oliver Coleman']",Ian Clark,0.0,0.0
['Drama'],Midaq Alley,1995-05-05,1995,3.304718,12.0,6.4,"['Ernesto Gómez Cruz', 'María Rojo', 'Salma Hayek', 'Bruno Bichir', 'Delia Casanova', 'Margarita Sanz', 'Claudio Obregón', 'Juan Manuel Bernal', 'Abel Woolrich', 'Luis Felipe Tovar', 'Daniel Giménez Cacho', 'Gina Morett', 'Óscar Yoldi', 'Esteban Soberanes', 'Eugenia Leñero', 'Tiaré Scanda', 'Álvaro Carcaño', 'Fernando García Ortega', 'Alfonso Bravo', 'Jesús Ochoa', 'Lucía Álvarez', 'Guillermo Ayala', 'Anna Ciocchetti', 'Claudia Goytia', 'Daniel Birman Ripstein', 'Veronica Falcón']",Jorge Fons,0.0,0.0
"['Drama', 'Crime']",Love's Deadly Triangle: The Texas Cadet Murder,1997-02-20,1997,1.36737,2.0,5.0,"['Holly Marie Combs', 'David Lipper', 'Cassidy Rae', 'Dee Wallace', 'Gary Grubbs', 'Kurt Fuller', 'Joanna Canton', 'Chad Carlberg', 'Jack Landry', 'Karyn Beach', 'R. Keith Harris', 'Derin Altay', 'Andrew Masset', 'Wilmer Calderon', 'JoAnna Garcia']",Richard A. Colla,14000000.0,161001698.0
"['Documentary', 'Music']",When You're Strange,2009-01-17,2009,2.669145,45.0,7.5,"['John Densmore', 'Robby Krieger', 'Ray Manzarek', 'Jim Morrison', 'Jim Ladd', 'Johnny Depp']",Tom DiCillo,0.0,0.0
"['Drama', 'Music']",Nina,2016-04-22,2016,3.908626,22.0,5.7,"['Zoe Saldana', 'David Oyelowo', 'Mike Epps', 'Ella Thomas', 'Ronald Guttman', 'Ella Joyce', 'Mary Pat Gleason', 'Siena Goines']",Cynthia Mort,0.0,0.0
"['Comedy', 'Drama']","Everything's Fine, We're Leaving",2000-06-27,2000,0.02065,0.0,0.0,"['Natacha Régnier', 'Miou-Miou', 'Sandrine Kiberlain', 'Michel Piccoli', 'Laurent Poitrenaux', 'Marcial Di Fonzo Bo', 'Hubert Koundé']",,0.0,0.0
"['Drama', 'Science Fiction', 'Thriller']",Sleep Dealer,2008-12-10,2008,3.750365,41.0,6.0,"['Leonor Varela', 'Jacob Vargas', 'Luis Fernando Peña']",Alex Rivera,2500000.0,107559.0
"['Animation', 'Adventure', 'Comedy', 'Family']",The SpongeBob Movie: Sponge Out of Water,2015-02-05,2015,12.334689,733.0,5.7,"['Tom Kenny', 'Bill Fagerbakke', 'Rodger Bumpass', 'Clancy Brown', 'Carolyn Lawrence', 'Antonio Banderas', 'Eric Bauza', 'Tim Conway', 'Eddie Deezen', 'Rob Paulsen', 'Kevin Michael Richardson', 'April Stewart', 'Cree Summer', 'Billy West', 'Carlos Alazraqui', 'Nolan North', 'Paul Tibbitt', 'Jill Talley', 'Dee Bradley Baker', 'Sirena Irwin', 'Mary Jo Catlett', 'Mark Fite', 'Thomas F. Wilson', 'Riki Lindhome', 'Kate Micucci', 'Matt Berry', 'Ezra James Colbert', 'Lillian Ellen Jones', 'Brody Rose', 'Noah Lomax', 'Jesica Ahlberg', 'Nina Repeta', 'Corinne Engstrom', 'Chip Lane', 'Brick Jackson', 'Keller Moore', 'Bailey Campbell', 'Henry Davis Morales', 'Nicolette Noble', 'Kari Klinkenborg', 'Lisa Datz', 'Dane Northcutt', 'Meredith Jackson', 'Ella Adele Burns', 'Mike Benitez', 'Kron Moore', 'Eamon Sheehan', 'Matteo Spears Satriano', 'John Brown', 'David Dickson', 'Ashley Nicole Hudson', 'Amy Lynn Tuttle', 'Marian Green', 'Jake Kilfoyle', 'Dean Neistat', 'Ashley Siloac', 'Epic Lloyd', 'Nice Peter', 'Stephen Hillenburg', 'Lori Alan', 'Mr. Lawrence']",Paul Tibbitt,74000000.0,311594032.0
"['History', 'Action', 'Romance', 'Drama']",Mandingo,1975-06-06,1975,2.854369,22.0,6.0,"['James Mason', 'Susan George', 'Ken Norton', 'Perry King', 'Richard Ward', 'Brenda Sykes', 'Lillian Hayman', 'Roy Poole', 'Ji-Tu Cumbuka', 'Paul Benedict', 'Ben Masters', 'Ray Spruell', 'Louis Turenne', 'Duane Allen', 'Earl Maynard', 'Beatrice Winde', 'Debbi Morgan', 'Irene Tedrow', 'Reda Wyatt', 'Simone McQueen', 'Evelyn Hendrickson', 'Stanley J. Reyes', 'John Barber', 'Durwyn Robinson', 'Kerwin Robinson', 'Deborah Ann Young', 'Debra Blackwell', 'Sylvia Kuumba Williams', 'Stocker Fontelieu', 'Edwin Edwards', 'Warren Kenner', 'Laura Misch Owens', 'Sylvester Stallone', 'Rosemary Tichenor']",Richard Fleischer,0.0,0.0
['Drama'],Stella Does Tricks,1997-11-06,1997,0.81627,5.0,6.2,"['Kelly Macdonald', 'Andy Serkis', 'Hans Matheson', 'James Bolam', 'Ewan Stewart', 'Paul Chahidi', 'Shaun Williamson']",Coky Giedroyc,0.0,0.0
"['Drama', 'Romance']",Water Lilies,2007-05-17,2007,4.968813,54.0,6.0,"['Pauline Acquart', 'Louise Blachère', 'Adèle Haenel', 'Warren Jacquin', 'Christel Baras', 'Marie Gili-Pierre', 'Alice de Lencquesaing', 'Claire Pierrat', 'Barbara Renard', 'Esther Sironneau', 'Jérémie Steib', 'Yvonne Villemaire', 'Christophe Vandevelde']",Céline Sciamma,0.0,0.0
['Documentary'],Sneakerheadz,2015-03-16,2015,0.979311,11.0,6.0,[],David T. Friendly,0.0,0.0
"['Action', 'Adventure', 'Drama', 'Thriller']",Flight of the Phoenix,2004-12-17,2004,15.434731,282.0,5.7,"['Dennis Quaid', 'Tyrese Gibson', 'Giovanni Ribisi', 'Miranda Otto', 'Hugh Laurie', 'Jared Padalecki', 'Tony Curran', 'Kirk Jones', 'Jacob Vargas', 'Scott Michael Campbell', 'Kevork Malikyan', 'Paul Ditchfield', 'Martin Hindy', 'Bob Brown', 'Anthony Brandon Wong', 'Sticky Fingaz']",John Moore,45000000.0,21009180.0
"['Action', 'Adventure']",The Black Knight,1954-08-26,1954,0.720182,6.0,6.4,"['Alan Ladd', 'Patricia Medina', 'André Morell', 'Harry Andrews', 'Peter Cushing', 'Anthony Bushell', 'Laurence Naismith', 'Patrick Troughton', 'Bill Brandon', 'Ronald Adam', 'Basil Appleby', 'Tommy Moore', 'Jean Lodge', 'Pauline Jameson', 'John Kelly', 'John Laurie', 'Olwen Brookes', 'David Paltenghi', 'Elton Hayes']",Tay Garnett,0.0,0.0
"['Adventure', 'Animation', 'Comedy', 'Family']",Finding Dory,2016-06-16,2016,14.477677,4333.0,6.8,"['Ellen DeGeneres', 'Albert Brooks', 'Hayden Rolence', ""Ed O'Neill"", 'Diane Keaton', 'Eugene Levy', 'Kaitlin Olson', 'Ty Burrell', 'Idris Elba', 'Dominic West', 'Kate McKinnon', 'Bill Hader', 'Andrew Stanton', 'Torbin Xan Bullock', 'Bennett Dammann', 'Bob Peterson', 'Alexander Gould', 'Katherine Ringgold', 'John Ratzenberger', 'Angus MacLane', 'Willem Dafoe', 'Brad Garrett', 'Allison Janney', 'Austin Pendleton', 'Stephen Root', 'Vicki Lewis', 'Jerome Ranft', 'Sloane Murray', 'Lucia Geddes', 'Gabriel C. Brown', 'Sigourney Weaver']",Andrew Stanton,200000000.0,1028570889.0
['Drama'],The Last Flight,1931-08-29,1931,0.211093,3.0,5.0,"['Richard Barthelmess', 'David Manners', 'Johnny Mack Brown', 'Helen Chandler', 'Elliott Nugent', ""Yola d'Avril"", 'Walter Byron', 'Luis Alberni', 'Herbert Bunston', 'Jay Eaton', 'George Irving', 'Wallace MacDonald']",William Dieterle,0.0,0.0
"['Adventure', 'Family', 'Fantasy']",Pan,2015-09-24,2015,11.30428,979.0,5.9,"['Levi Miller', 'Garrett Hedlund', 'Hugh Jackman', 'Rooney Mara', 'Amanda Seyfried', 'Nonso Anozie', 'Kathy Burke', 'Adeel Akhtar', 'Cara Delevingne', 'Paul Kaye', 'Emerald Fennell', 'Lewis MacDougall', 'Tae-joo Na', 'Jack Charles', 'Bronson Webb', 'Kurt Egyiawan', 'Jack Lowden', 'Jimmy Vee', 'Aaron Monaghan']",Joe Wright,150000000.0,128388320.0
['Drama'],Without Limits,1998-09-11,1998,3.643468,20.0,6.4,"['Billy Crudup', 'Donald Sutherland', 'Monica Potter', 'Jeremy Sisto', 'Matthew Lillard', 'Dean Norris', 'Billy Burke', 'Gabriel Olds', 'Judith Ivey', 'William Mapother', 'Amy Jo Johnson', 'Katharine Towne']",Robert Towne,25000000.0,777423.0
[],Solomon Northup's Odyssey,1984-01-02,1984,0.361012,0.0,0.0,"['Avery Brooks', 'Rhetta Greene', 'Mason Adams']",Gordon Parks,0.0,0.0
"['Drama', 'War', 'Mystery']",Incendies,2010-09-04,2010,8.596012,496.0,7.9,"['Lubna Azabal', 'Mélissa Désormeaux-Poulin', 'Maxim Gaudette', 'Rémy Girard', 'Allen Altman', 'Abdelghafour Elaaziz', 'Dominique Briand', 'Frédéric Paquet', 'Ahmad Massad', 'John Dunn-Hill', 'Jackie Sawiris', 'Lara Atalla', 'Baya Belal', 'Yousef Shweihat', 'Karim Babin', 'Mohamed Majd', 'Mustafa Kamel', 'Hussein Sami', 'Hamed Najem', 'Bader Alami', 'Majida Hussein', 'Asriah Nijres', 'Nadia Essadiqi']",Denis Villeneuve,6800000.0,7103838.0
['Comedy'],The Treasure,2015-06-02,2015,1.534354,14.0,7.3,"['Toma Cuzin', 'Radu Banzaru', 'Florin Kevorkian', 'Dan Chiriac', 'Iulia Ciochina', 'Cristina Toma', 'Corneliu Cozmei', 'Clemence Valleteau', 'Ciprian Mistreanu', 'Adrian Purcarescu']",Corneliu Porumboiu,0.0,33508.0
"['Drama', 'Romance']","After Fall, Winter",2012-01-27,2012,0.309293,8.0,5.7,"['Heather Aitken', 'Lizzie Brocheré', 'Rebecca Jameson', 'Jimmy King', 'Eric Schaeffer', 'Deborah Twiss']",Eric Schaeffer,0.0,0.0
"['Drama', 'Action', 'Romance', 'Foreign']",Kismat,2004-02-20,2004,0.978406,4.0,5.5,"['Bobby Deol', 'Priyanka Chopra', 'Kabir Bedi', 'Sanjay Narvekar', 'Mohan Joshi', 'Shahbaaz Khan', 'Smita Jaykar', 'Mushtaq Khan', 'Veerendra Saxena', 'Ashish Vidhyarthi']",Guddu Dhanoa,0.0,0.0
"['Action', 'Thriller', 'Crime']",Convoy Busters,1978-12-23,1978,0.130991,2.0,7.0,"['Maurizio Merli', 'Olga Karlatos']",Stelvio Massi,0.0,0.0
['Comedy'],Just One of the Girls,1993-09-13,1993,7.895476,17.0,5.3,"['Corey Haim', 'Nicole Eggert', 'Cameron Bancroft', 'Johannah Newmarch', 'Kevin McNulty', 'Wendy Van Riesen', 'Gabe Khouth', 'Molly Parker', 'Rachel Hayward', 'Matthew Bennett', 'Lochlyn Munro']",Michael Keusch,0.0,0.0
